UID,Drug_Name,Condition,Rating
w2vk3v0m,Kombiglyze XR,"Diabetes, Type 2",3
ff2y2ne2,Naproxen,Sciatica,10
0em5sf3g,Denosumab,Osteoporosis,10
na4nj81j,Accutane,Acne,10
nxoj330c,Vilazodone,Depression,1
h6jt1fj1,Minoxidil,Alopecia,7
0mzzyih0,Lexapro,Anxiety,8
d1nph2tl,Crestor,High Cholesterol,10
bfmefxxe,Fluoxetine,Depression,7
97x8q2j9,Sulfamethoxazole / trimethoprim,Bacterial Skin Infection,10
cw9rcsr8,Bupropion,Depression,1
kakhw6fy,Enbrel,Ankylosing Spondylitis,10
430e6v2w,Contrave,Obesity,10
yuxb2jz9,Contrave,Obesity,4
2pv8qs81,Bupropion,Depression,3
0lsniwyv,Linaclotide,"Constipation, Chronic",9
4gze6w35,Toradol,Pain,10
h4ffnadc,Gabapentin,Neuropathic Pain,10
bzwxt9bq,Tramadol,Vulvodynia,10
awitk3se,Oxybutynin,Overactive Bladde,8
zppc6p20,Adalimumab,Plaque Psoriasis,10
yj6i98eg,Fluoxetine,Premenstrual Dysphoric Disorde,10
n2tckfjq,Letrozole,Breast Cance,7
nhxnz86n,Etonogestrel,Birth Control,10
bbumotlt,Acetaminophen / oxycodone,Pain,10
m0hivi0u,Flagyl,Bacterial Infection,7
7dah95yc,Ethinyl estradiol / norethindrone,Birth Control,10
xqnye1l8,Macrobid,Bladder Infection,8
3chs390a,Nilotinib,Chronic Myelogenous Leukemia,10
moe0bi1g,Loratadine,Urticaria,10
r74u7oyo,Ethinyl estradiol / levonorgestrel,Birth Control,9
y16hj3mu,Accutane,Acne,9
hnufpjs9,Buspirone,Panic Disorde,2
5f4g0ngk,Implanon,Birth Control,10
3x46ynqh,Citalopram,Depression,3
7mcfehzc,Venlafaxine,Anxiety,2
sonxopa0,Amitriptyline,Anxiety and Stress,1
8zkmcrgp,Viibryd,Depression,10
wk4zxmz9,Levofloxacin,Sinusitis,9
bjykd232,Toradol,Pain,10
1jg46veg,Abilify,Schizoaffective Disorde,10
stka064f,ParaGard,Birth Control,1
2ui36lvl,Seroquel,Bipolar Disorde,6
tmi1u224,Citalopram,Depression,9
82qvdjju,Suboxone,Opiate Dependence,10
sbxh0j5b,Mucinex D,Cough and Nasal Congestion,10
1o5hi8qz,Dexlansoprazole,GERD,10
5bdoz5am,Doxycycline,Acne,8
2lhqoi3f,Benzoyl peroxide / clindamycin,Acne,10
fcki98sb,Belviq,Weight Loss,10
27o9k5x3,Skyla,3</span> users found this comment helpful.,1
qubmr10h,Ethinyl estradiol / levonorgestrel,Birth Control,6
o7767p4i,Copper,Birth Control,1
2f0sk24j,Naltrexone,Alcohol Dependence,8
74z73zxc,Xulane,Birth Control,5
168onmwf,Kyleena,Birth Control,8
50xhia4r,Elavil,Insomnia,10
894ec0mp,Endocet,Pain,9
i72nax2p,Ethinyl estradiol / norethindrone,Birth Control,10
m9f1j70w,Etonogestrel,Birth Control,6
5z012sr6,Sertraline,Generalized Anxiety Disorde,8
mpx0cgpu,Unisom SleepGels,Insomnia,1
4xpkzx0h,Apri,Polycystic Ovary Syndrome,1
rziv5342,Invokana,"Diabetes, Type 2",1
4tx7u2i9,Bupropion,Depression,10
oc0edgd2,Celexa,Anxiety and Stress,3
3auz7gi6,Naphazoline,Nasal Congestion,10
efryn8ul,Botox,Migraine Prevention,10
m2c5bvuj,Depo-Provera,1</span> users found this comment helpful.,1
t3asnzje,Microgestin Fe 1 / 20,Birth Control,3
zmtvliwc,Naproxen,Pain,9
3c4tncj5,Infliximab,Psoriasis,10
izhvl7vr,Hydrochlorothiazide / telmisartan,High Blood Pressure,8
oha30i3s,Ranitidine,GERD,8
k8fu0w00,Mycophenolate mofetil,Myasthenia Gravis,10
72g3vd5p,Yaz,Acne,10
mcwq9umh,Microgestin Fe 1 / 20,Birth Control,7
6l5eraql,Risperidone,Social Anxiety Disorde,10
trjtmyef,Etonogestrel,Birth Control,4
1vmx6mas,Eucrisa,Atopic Dermatitis,9
0kl82z49,Risperidone,Anxiety,8
ezok5n6j,Biltricide,Schistosoma japonicum,3
tcvqzk3k,Metoprolol,High Blood Pressure,7
r5jz7966,Lamotrigine,Bipolar Disorde,3
5e68dk8v,Aluminum chloride hexahydrate,Hyperhidrosis,10
rr7ky3kq,Levora,Birth Control,9
rrh36682,Fluoxetine,Depression,9
qz9rzie2,Drospirenone / ethinyl estradiol,Birth Control,6
50yezncg,Miconazole,Vaginal Yeast Infection,1
xda778b3,Levonorgestrel,Emergency Contraception,10
j5kuxp0u,Etonogestrel,Birth Control,4
is2aundt,Implanon,Birth Control,1
nx6awlth,TriNessa,Birth Control,8
vt71qrz9,Skyla,Birth Control,3
1aooixu9,Bystolic,High Blood Pressure,5
6dn26tmj,Metformin,"Diabetes, Type 2",1
dmt5j061,Ibuprofen / pseudoephedrine,Sinus Symptoms,6
bj142e9b,Scopolamine,Motion Sickness,8
pkuo2hvy,Ethinyl estradiol / norgestimate,Birth Control,4
prozgpn8,Citalopram,Depression,10
e9rcvf8w,Alesse,Birth Control,10
vinme2t6,Bisacodyl,Bowel Preparation,1
787vdojz,Levaquin,Bronchitis,9
6shr9ler,Adalimumab,Psoriasis,2
qtcqaqsi,Mirena,Abnormal Uterine Bleeding,3
h8cyki4o,Escitalopram,Anxiety,10
xdh86nh5,Buspirone,Anxiety,8
iw5xmpoq,Qsymia,Weight Loss,10
nfzpjs2j,Camrese,Birth Control,4
fpufwr1w,Escitalopram,Depression,5
146matzr,Buprenorphine,Pain,8
fg2n8iun,Adipex-P,Weight Loss,10
49640zjj,Depo-Provera,Birth Control,5
ncjraaei,Bisoprolol / hydrochlorothiazide,High Blood Pressure,2
ves4mwam,Myrbetriq,Overactive Bladde,7
35roxf0h,Dulaglutide,"Diabetes, Type 2",9
ee63ehmg,Nora-Be,Birth Control,4
k8dpma9y,Daytrana,ADHD,7
1zyeusat,Fexofenadine,Allergic Rhinitis,10
rjm1dqk7,Pristiq,ibromyalgia,4
hkm8yspk,Gabapentin,ibromyalgia,4
li6j93ty,Hysingla ER,Pain,9
gsc0ukst,Vilazodone,Major Depressive Disorde,8
b28sdgvk,Bupropion,Depression,1
avcoxkod,Fentora,Pain,8
uk56o239,Guaifenesin,Cough,10
smvcbgeg,Avelox,Pneumonia,8
5a3e3zkh,Modafinil,Hypersomnia,1
u62c9rg2,Ciprofloxacin,Bacterial Infection,1
jpu9dpp0,Etonogestrel,Birth Control,3
710t2co8,Lorcaserin,Obesity,9
rjutqtn5,Macrobid,Urinary Tract Infection,10
bdup691x,Suboxone,Opiate Dependence,10
4gbrg4jf,Avelox,Pneumonia,9
4kgndu36,Copper,Birth Control,10
el4jgfoe,Kadian,Pain,9
yk8f9jtn,Phentermine,Weight Loss,10
ls2z145c,Diovan,High Blood Pressure,3
sy64kkn2,Diazepam,Anxiety,8
n3ky9302,Dexamethasone,Asthma,8
4smyxdcr,Atropine / diphenoxylate,Diarrhea,2
5x6iixqt,Citalopram,Depression,8
r9mv4anf,Duloxetine,Diabetic Peripheral Neuropathy,10
5t4twnpm,Dexlansoprazole,GERD,1
x7fj0fbn,Plan B One-Step,Emergency Contraception,10
voofruqm,Xanax,Depression,10
is5mai0k,Metformin / sitagliptin,min / sitagliptin),3
q7rnui5i,Buprenorphine / naloxone,Opiate Dependence,8
xbv0b96w,Fluorouracil,Keratosis,10
qm45y6jp,Tretinoin,Acne,8
ncbf406x,Docusate,Constipation,2
g23cr5vf,Tri-Sprintec,Acne,9
flmstxns,Clobetasol,Dermatitis,8
qfnao9fh,Commit,Smoking Cessation,10
aaf4ns12,Cymbalta,Chronic Pain,7
7s1236hn,Dapsone,Acne,1
ljzmei78,Tri-Lo-Sprintec,Birth Control,10
9396kvh7,Plan B,Emergency Contraception,10
urr5iuy2,Gabapentin,Insomnia,8
cmde6yx9,Estarylla,Acne,9
2t4yj904,Medroxyprogesterone,Abnormal Uterine Bleeding,1
aq2oqg2w,Ethinyl estradiol / levonorgestrel,Birth Control,8
vjm2u6us,Victoza,"Diabetes, Type 2",10
warui116,Drospirenone / ethinyl estradiol,Acne,1
z4a8ru9z,Pramipexole,Restless Legs Syndrome,10
4d979wj4,Guaifenesin / phenylephrine,Cough and Nasal Congestion,10
xvju9vws,Sertraline,Panic Disorde,10
vh07fg3f,Nystatin,Vaginal Yeast Infection,8
nf7qk8fx,Klonopin,Anxiety,10
erb0y8wj,Venlafaxine,Depression,8
75k84bk1,Dexbrompheniramine / pseudoephedrine,Allergic Rhinitis,10
l48iq9yj,Viberzi,Irritable Bowel Syndrome,1
jxboam74,Diclofenac,Pain,10
lid4vrkq,Ethinyl estradiol / norgestimate,Acne,1
5wwlur3m,Levonorgestrel,Birth Control,10
fnh2wrh9,Medroxyprogesterone,Birth Control,10
n2ovp087,Venlafaxine,Anxiety,1
211qdnxv,Hyaluronan,Osteoarthritis,3
a1q8dvu7,Oxymorphone,Pain,6
xfz973sy,Topamax,Migraine Prevention,10
n7jizxof,Levonorgestrel,Abnormal Uterine Bleeding,9
0qsx5qvd,Venlafaxine,Depression,1
04zs475e,FreshKote,Eye Redness,10
iyilgqi7,Effexor XR,Depression,9
6re3eh73,Fluorouracil,Warts,1
wywsvwuy,Tamsulosin,Benign Prostatic Hyperplasia,4
jrcc3ria,Monistat 7,Vaginal Yeast Infection,1
t1n4fbsi,Racepinephrine,"Asthma, acute",10
lv3hdgxa,Hydrochlorothiazide,High Blood Pressure,1
192ilyyx,Macrobid,Bladder Infection,6
s9vecqv9,Keflex,Upper Respiratory Tract Infection,10
u3ups8em,Ethinyl estradiol / norgestimate,Birth Control,3
fuljgago,Fluoxetine,Anxiety and Stress,9
rzmomxli,Nexplanon,Birth Control,10
4hph547d,Magnesium hydroxide,Acne,10
iprkszdn,Adalimumab,Rheumatoid Arthritis,1
v5bo9lmi,Loratadine,Allergic Rhinitis,3
3qx70bsr,Ativan,Anxiety,10
w3737et4,Femara,Breast Cance,8
ad017zsj,Ketorolac,Pain,9
p1w3p80y,Aviane,Birth Control,9
pai9avke,Buprenorphine / naloxone,Opiate Dependence,9
5fbcjhqj,Fluticasone,Allergic Rhinitis,10
st9gbckr,Levemir,"Diabetes, Type 2",3
a4fce66l,Carbamazepine,Trigeminal Neuralgia,10
re8fstqw,Lubiprostone,"Constipation, Chronic",10
gdr1dhbd,Isotretinoin,Acne,10
9lfbp7tj,Ethinyl estradiol / levonorgestrel,Birth Control,8
gymaa53i,Escitalopram,Anxiety,2
9pl7mta8,Oxycodone,Not Listed / Othe,9
scomfp4c,MoviPrep,Bowel Preparation,10
9rrjy58n,Lamotrigine,Depression,9
8o6yjxwe,Lomotil,Diarrhea,7
sysxn8qo,Lurasidone,Bipolar Disorde,5
5zde0zq6,Methylphenidate,ADHD,8
bifzzhi0,Phentermine,Obesity,10
ip5cseek,Reclipsen,Birth Control,9
lze5g31s,Methadone,Opiate Withdrawal,10
3xkifr2p,Alprostadil,Erectile Dysfunction,9
ltq1l3jh,Ethinyl estradiol / norgestimate,Birth Control,1
t8j4q00m,Belviq,Weight Loss,9
3g17e7sg,Carbidopa / levodopa,Restless Legs Syndrome,6
wmxemk5r,Levetiracetam,Seizures,10
tq0dzwy1,Loestrin 24 Fe,Birth Control,5
slapc5xt,Tranexamic acid,Menorrhagia,9
98aj7lly,Citalopram,Depression,8
458ragqk,Esomeprazole,GERD,10
mpki3n05,Lisdexamfetamine,ADHD,3
624g6tmu,Valium,Seizure Prevention,9
lhbkt4te,Mirena,Birth Control,10
p0b4mhif,Coreg,Left Ventricular Dysfunction,10
c5wak8m5,Desvenlafaxine,Anxiety,2
vt8w7z01,Zoloft,Panic Disorde,7
6yfj4co0,Voltaren Gel,Pain,8
04jbodmf,Botox,Overactive Bladde,10
ht88wu6s,Duloxetine,ibromyalgia,5
ivmxw2us,Suprep Bowel Prep Kit,Bowel Preparation,10
vkj9kjwx,Tramadol,Pain,8
ute0q0ty,Promethazine,Nausea/Vomiting,10
28sgnyh1,Lisdexamfetamine,ADHD,10
804r5xzd,Bupropion,Depression,8
mg1x213p,Drospirenone / ethinyl estradiol,Birth Control,2
edmkp8n5,Lyrica,ibromyalgia,10
s2j4qf0j,Levomilnacipran,Depression,1
n1e3tfw4,Etonogestrel,Birth Control,2
8ruux4sw,Testosterone,"Hypogonadism, Male",6
7fg7ol35,Paroxetine,Depression,6
02f0opkr,Anastrozole,Breast Cance,10
k8ik6gk0,Adderall XR,ADHD,7
5vqf6e93,Vigamox,Ophthalmic Surgery,3
x0ismfo3,Microgestin Fe 1 / 20,Birth Control,9
q8im1agz,Jardiance,"Diabetes, Type 2",8
oc3rxw5o,Quetiapine,Insomnia,10
yymzeor9,Mesalamine,"Ulcerative Colitis, Active",7
dsjcls8c,Hydromorphone,Pain,8
yn3raqd0,Varenicline,Smoking Cessation,10
0rkvacwe,Phentermine,Weight Loss,10
xyd3iao9,Zoloft,Depression,9
4fnzg8qk,Sertraline,Anxiety and Stress,10
cvsysniv,Bupropion / naltrexone,Obesity,8
1jeh98p7,Hydrocortisone,Skin Rash,10
se62cx9w,Amphetamine / dextroamphetamine,,9
x8tcmtpj,Zoloft,Obsessive Compulsive Disorde,9
m6q8kbjg,Remeron,Anxiety,9
yg4rs07n,Ethinyl estradiol / norethindrone,Birth Control,1
l19zgnbc,Genvoya,HIV Infection,2
u8i3kbl4,Podofilox,Condylomata Acuminata,8
1mx6vk6s,Ethinyl estradiol / levonorgestrel,Birth Control,9
9sdehh8v,Qsymia,Weight Loss,10
vqbreyna,Duloxetine,Depression,10
4lja9w93,Medroxyprogesterone,Endometriosis,1
31y378jx,Tri-Previfem,Birth Control,4
md85dtrg,Duloxetine,Generalized Anxiety Disorde,10
av2jf9nk,Restoril,Insomnia,9
tup65ch6,Kyleena,Birth Control,9
stnjl8f8,Belviq,Weight Loss,10
l6xgrxp5,Escitalopram,Anxiety,10
7nla9aji,Belviq,Obesity,1
ec8lpgl3,NuvaRing,Birth Control,8
bc1huphj,Atorvastatin,High Cholesterol,1
0q0sxm50,Buprenorphine,Chronic Pain,10
yiwu2bk8,Solodyn,Acne,10
rc4ngisw,Qsymia,Weight Loss,9
qw5x4b8x,Zegerid,GERD,10
kq3zt5rf,Tizanidine,Muscle Spasm,10
il0prv0o,Tioconazole,Vaginal Yeast Infection,1
1cyk0ajn,Carisoprodol,Muscle Spasm,9
2rf3mu4w,Gildess Fe 1.5 / 30,Acne,5
pgn7tm8f,Vortioxetine,Major Depressive Disorde,9
k994eyl3,Dulcolax,Constipation,1
xnea9h70,Nexplanon,Birth Control,8
jobroaur,Viagra,Erectile Dysfunction,10
z01saucu,Methadone,Opiate Withdrawal,10
h2uaayo3,Topiramate,Obesity,9
u1claajf,Klonopin,Insomnia,10
csgw7vvz,Promethazine,Nausea/Vomiting,8
08nuc7fc,Cymbalta,Depression,6
upvijmrg,ParaGard,Birth Control,1
9hjss3fl,Famotidine / ibuprofen,NSAID-Induced Ulcer Prophylaxis,8
plede1kn,Contrave,Weight Loss,4
bcl5776f,Nucynta,Pain,10
ejg393zs,Paliperidone,Schizophrenia,10
s12rusrr,Apremilast,Plaque Psoriasis,1
98dvj7lw,Ethinyl estradiol / levonorgestrel,Endometriosis,9
gszkxr1d,Selenium sulfide,Tinea Versicol,10
hht23dh0,Zolpidem,Insomnia,10
0xqhpqm4,Fluvoxamine,Post Traumatic Stress Disorde,1
az1puj81,Lorazepam,Anxiety,5
nror02j6,Viibryd,Depression,2
hjqotwtn,Lisdexamfetamine,ADHD,2
r8x24jjd,Alprazolam,Anxiety,10
0qhjk7lh,Morphine,Pain,7
gdor3k5d,Isotretinoin,Acne,10
qluoacik,Valacyclovir,Cold Sores,10
4wrp6477,Aubra,Birth Control,9
8hg6wi7z,Meloxicam,Rheumatoid Arthritis,8
ueai8tno,Pristiq,Depression,10
oj5z1vmd,Tocilizumab,Rheumatoid Arthritis,10
jdzs2elm,Chantix,Smoking Cessation,10
nzl7a8xt,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,9
zwodc16j,Apri,Birth Control,3
ikr1bgbc,Desogestrel / ethinyl estradiol,Birth Control,5
w4z69is6,Ciprofloxacin,Urinary Tract Infection,10
0ei5v1qn,Citalopram,Depression,10
sc8zzqgy,Pristiq,Depression,5
p9sjl867,Acetaminophen / hydrocodone,Pain,8
zcfyq93u,Methylprednisolone,Inflammatory Conditions,9
hgck2kfu,Depo-Provera,Abnormal Uterine Bleeding,1
mfha6nn8,Nortriptyline,Pain,9
d1e6uabw,Flexeril,Muscle Spasm,1
9pd33p6k,Cefdinir,Otitis Media,8
eqewn6j4,Loestrin 24 Fe,Birth Control,8
703g31e5,Seasonique,Birth Control,4
d0wp7iuq,Lacosamide,Seizures,6
ikxbwbqf,Xulane,Birth Control,6
szpo38hi,Tofacitinib,Rheumatoid Arthritis,9
b6219mp3,Alprazolam,Anxiety,8
ohsu2rl5,Omalizumab,,10
j8tes6q5,Gabapentin,Pain,8
vo49287v,Apri,Birth Control,5
gs4r9j7o,Drospirenone / ethinyl estradiol,Birth Control,3
wysz2k74,BuSpar,Anxiety,7
ioyn46of,Opana ER,Pain,10
ke5967zx,OnabotulinumtoxinA,Migraine Prevention,8
cu20dizt,Dulaglutide,"Diabetes, Type 2",10
7nzws8jt,Phentermine / topiramate,Weight Loss,10
8o5on4vn,Axiron,"Hypogonadism, Male",9
ig02ipyt,Chantix,Smoking Cessation,7
t3823edr,Trintellix,Major Depressive Disorde,10
9ajfi2ki,Contrave,Obesity,4
g693adjd,Belviq,Weight Loss,1
vspnwp72,Tretinoin,Acne,10
nzkixriv,Finacea,Rosacea,10
je1egic1,Olopatadine,Seasonal Allergic Conjunctivitis,10
ol0bj3hs,Ortho Evra,Birth Control,8
wk63bmgn,Implanon,Birth Control,10
pvbbk8cg,Azithromycin,Chlamydia Infection,10
yv24g3ex,Ethinyl estradiol / norethindrone,Birth Control,1
xdnv15ne,Milnacipran,ibromyalgia,10
nmpi5hun,Tioconazole,Vaginal Yeast Infection,8
ua6in488,Victoza,"Diabetes, Type 2",7
48uskynh,Liraglutide,Obesity,10
eetg9v7s,Hydrocodone / ibuprofen,Pain,10
88clzw4v,Cyclobenzaprine,Muscle Spasm,6
74asiiup,Vantin,Sinusitis,9
ion3xfzv,Focalin XR,ADHD,4
nr6ef5v1,Acetaminophen / oxycodone,Chronic Pain,10
rpqfhkwp,Mucinex D,Cough and Nasal Congestion,2
820yskak,Lexapro,Anxiety,5
1gt0n6uo,Oxytrol,Overactive Bladde,2
xgw6msls,Gildess Fe 1 / 20,Birth Control,4
5oerh31q,Silenor,Insomnia,10
2uk4doft,Gabapentin,Peripheral Neuropathy,10
pligb2j6,Contrave,Obesity,4
m9d90tgq,Doxycycline,Acne,8
jl48e5c0,Adapalene / benzoyl peroxide,Acne,10
cs8n5kid,Lisinopril,High Blood Pressure,1
75w76le4,Tri-Sprintec,Birth Control,10
20uq34pw,Effexor XR,Depression,8
09vuwtzr,Rivaroxaban,Deep Vein Thrombosis,9
vuc9loqi,Motrin,Pain,10
kzn8lwzu,Ethinyl estradiol / norethindrone,Birth Control,1
3tn77t8u,Levonorgestrel,Emergency Contraception,10
5afkr3uy,Sildenafil,Erectile Dysfunction,2
8pc7hc84,Quetiapine,Post Traumatic Stress Disorde,7
g4gll50x,Cholestyramine,Irritable Bowel Syndrome,10
rk1cxwz6,Lurasidone,Schizophrenia,10
6agqpt2g,Depo-Provera,Birth Control,3
jr9qyp0z,Ortho Evra,Birth Control,10
4um88wpu,Nor-QD,6</span> users found this comment helpful.,4
brzprnz3,Etonogestrel,Birth Control,9
wdvt0chl,Minocycline,Rosacea,9
zcjsvwso,Ketamine,Anesthesia,10
l4hbpe4p,Vortioxetine,Major Depressive Disorde,1
o6a0a2o3,Bupropion,Depression,9
xbjn879m,Zoloft,Anxiety and Stress,8
pwyculzt,Flurazepam,Insomnia,8
stw1h13e,Trintellix,Depression,5
tcecnc54,Sumatriptan,Migraine,10
2527qek2,Secukinumab,Plaque Psoriasis,4
kv7nbaly,Contrave,Weight Loss,9
5yvburwy,Aubagio,Multiple Sclerosis,2
4lra2sih,Miconazole,Vaginal Yeast Infection,1
ndbc4kga,Levonorgestrel,Birth Control,1
n4najc74,Sprintec,Birth Control,2
thptcoqp,Nebivolol,High Blood Pressure,6
9ih0ijqd,Bupropion / naltrexone,Obesity,1
o0g6iv9f,Vandazole,Bacterial Vaginitis,10
zhtbzsyf,Amoxicillin / clarithromycin / lansoprazole,Helicobacter Pylori Infection,10
6l87fij9,Prozac,Anxiety and Stress,10
fx51mtkh,Etonogestrel,Birth Control,9
twfd6une,Lunesta,Insomnia,10
50y4vog6,Varenicline,Smoking Cessation,5
zzljrkbf,Phentermine,Not Listed / Othe,7
1y7cyl80,Clopidogrel,Heart Attack,1
j56v40u3,Lithium,Bipolar Disorde,7
5v2h724y,Lyrica,Neuropathic Pain,9
k2f8sr71,Levofloxacin,Kidney Infections,9
bsz4va3o,Quetiapine,Post Traumatic Stress Disorde,2
tfsiq9ai,Amphetamine / dextroamphetamine,ADHD,6
i2ki7f07,Orthovisc,Osteoarthritis,10
2fx7a0ta,Phentermine,Weight Loss,10
fnlu9s1x,Imiquimod,Basal Cell Carcinoma,10
i0hizpho,MoviPrep,Bowel Preparation,8
s5f1olt4,Phentermine / topiramate,Weight Loss,5
4do2dw5u,Ethinyl estradiol / norgestimate,Birth Control,10
otg9jo1w,Fluvoxamine,Anxiety and Stress,3
a8x25z65,Genvoya,HIV Infection,9
dzkz0ybf,Imuran,Crohn's Disease,1
owa187l7,Avanafil,Erectile Dysfunction,10
tudh4kgo,Guanfacine,ADHD,4
cgcb3qsp,Desvenlafaxine,ibromyalgia,10
x9nfr0y8,Skyla,Birth Control,1
8hlp6u58,Doxycycline,Acne,10
enzfpvlx,Robaxin-750,Muscle Spasm,9
oh4um491,Lamictal,Bipolar Disorde,10
i890nudm,Vicks Sinex Nasal Spray (old formulation),Nasal Congestion,10
kbulgxoa,Hydrochlorothiazide / lisinopril,High Blood Pressure,4
2df2lgpa,Naloxegol,"Constipation, Drug Induced",1
cktcol7e,Lortab,Pain,9
7gl5lptp,Targiniq ER,Pain,8
i6xzyy6h,Bupropion / naltrexone,Obesity,7
skrack0x,Lortab,Pain,6
5kbs0ym2,Drospirenone / ethinyl estradiol / levomefolate calcium,Birth Control,10
u0z5fnes,Celebrex,Osteoarthritis,9
ah7xxmx7,Desogestrel / ethinyl estradiol,,6
rz01hlnt,Breo Ellipta,Asthma,10
e79vipsy,Zonisamide,Migraine Prevention,7
0edbnlo6,Relistor,"Constipation, Drug Induced",2
iqx0rxun,Diamox,Pseudotumor Cerebri,2
q923fclz,Accutane,Acne,1
am2anezi,Levonorgestrel,Birth Control,1
rcfohwda,Warfarin,"Pulmonary Embolism, Recurrent Event",10
b21szgvy,Amlodipine,High Blood Pressure,1
eltfevtj,Epinephrine,"Asthma, acute",9
7qatfxoj,Midazolam,Light Sedation,9
wmgobb2h,Levothyroxine,Underactive Thyroid,5
3ec035tz,Plan B One-Step,Emergency Contraception,1
shlcll6b,Strattera,ADHD,9
73wmvqur,Parnate,Depression,10
7jjpnfay,Next Choice,Emergency Contraception,7
gy1trcj3,VESIcare,Overactive Bladde,10
hn1shmog,Gabapentin,ibromyalgia,2
4alt7h2y,Diclofenac,Osteoarthritis,10
jiins3m0,Amoxicillin,Upper Respiratory Tract Infection,10
b49q7944,Etonogestrel,Birth Control,10
716izdyk,Etonogestrel,Birth Control,1
xx0q6jfw,Saxenda,Obesity,4
ti4or302,Ethinyl estradiol / etonogestrel,Birth Control,9
ro9nc4jo,Stelara,Psoriasis,10
f7wlnyrx,Saxenda,Obesity,9
a897c8s0,Ciprofloxacin,Urinary Tract Infection,10
lxjhz079,Sertraline,Bipolar Disorde,8
pxfrh4a1,Sulfamethoxazole / trimethoprim,Urinary Tract Infection,3
rl3zfdlu,Ethinyl estradiol / norethindrone,Birth Control,9
s3v5s1ug,Etanercept,Ankylosing Spondylitis,9
a7azoulm,Desogestrel / ethinyl estradiol,Birth Control,2
7s4c7lwo,Gleevec,Acute Lymphoblastic Leukemia,10
4t1pr449,Qsymia,Obesity,9
bbof938v,Symbicort,"Asthma, Maintenance",9
myb50dmp,Seasonique,Birth Control,10
sasspze6,Movantik,Opioid-Induced Constipation,10
fit47dvd,Estradiol,Postmenopausal Symptoms,2
sqcz7zur,Oseltamivir,Influenza,9
3oomyu0f,Levonorgestrel,Emergency Contraception,10
ua500pfa,Levonorgestrel,Birth Control,3
jsbdmnx5,Empagliflozin,"Diabetes, Type 2",3
iaeimi8f,Cabergoline,Hyperprolactinemia,10
ew8c6wug,Oxycodone,Chronic Pain,9
mfebpwht,Citalopram,Generalized Anxiety Disorde,10
2qjy26ae,Opcicon One-Step,Emergency Contraception,3
gbvyuem5,Levonorgestrel,Birth Control,10
1r1rjw66,Levonorgestrel,Birth Control,10
j985e544,TriNessa,Birth Control,10
gv1tfugb,Vivelle-Dot,Postmenopausal Symptoms,10
zhrukh5r,Dulaglutide,"Diabetes, Type 2",7
uumeeyns,Linzess,Irritable Bowel Syndrome,8
wjcpvg0o,Jolivette,Birth Control,8
m88ha8ry,Estrace Vaginal Cream,Atrophic Vaginitis,1
yfrzp8ur,Carisoprodol,Muscle Spasm,10
uql62u7l,Trihexyphenidyl,Extrapyramidal Reaction,7
ijol8071,Acetaminophen / propoxyphene,Pain,1
irpggnk9,Minocycline,Acne,9
ovl8o74r,Contrave,Obesity,10
s9j4yv3j,Aluminum chloride hexahydrate,Hyperhidrosis,10
l4tdjanh,Venlafaxine,Anxiety,2
kgwxvi2h,Saxenda,Obesity,10
9xzs1a1f,Hydrochlorothiazide,High Blood Pressure,9
ert02x5u,Clomipramine,Obsessive Compulsive Disorde,10
61ytvjrb,Pramipexole,Restless Legs Syndrome,3
58va5h74,Propranolol,mance Anxiety,9
9q5ya4kt,Ropinirole,Restless Legs Syndrome,4
n8q31ooq,Tri-Sprintec,Birth Control,10
smt0gi7a,Invega Sustenna,Schizophrenia,10
5ve8einm,Omeprazole,Indigestion,10
eioez25e,Testosterone,"Hypogonadism, Male",7
9btd3tuo,Cetirizine,Urticaria,9
li35ju4z,Dapsone,Acne,10
3hxgp134,Adapalene / benzoyl peroxide,Acne,9
xx785tpq,Citalopram,Premenstrual Dysphoric Disorde,10
6iwwsgqx,Lithium,Bipolar Disorde,10
qpf15tt3,Acetaminophen / hydrocodone,Pain,10
91kk1w2g,Mephobarbital,Epilepsy,9
zkwi2ltb,Pregabalin,Pain,10
fr65c8rz,Oxycodone,Chronic Pain,6
a1v441nc,Acetaminophen / hydrocodone,Pain,7
twctbw7t,Medroxyprogesterone,Birth Control,10
i1udxq11,Atarax,Anxiety,9
c4pcztdc,Vilazodone,Depression,1
dvuhwz5m,Wellbutrin XL,Depression,4
lwmlbz6p,Nexium,GERD,6
5a8fapxh,Pristiq,Depression,1
yv40zt1g,Phentermine,Weight Loss,8
sbvn0nwl,Sprintec,Birth Control,1
m9rxnm3s,Lamotrigine,Bipolar Disorde,10
ia0qf6tn,Lubiprostone,Irritable Bowel Syndrome,2
86monfb0,Insulin glargine,"Diabetes, Type 2",5
rgt3v4f3,Lisdexamfetamine,ADHD,10
vnnbmaqp,Gabapentin,Insomnia,10
ycfcnkff,Pristiq,Depression,1
5nnax458,Suprep Bowel Prep Kit,Bowel Preparation,2
tm0wui5c,Lorazepam,Anxiety,10
nlsna66a,Concerta,ADHD,10
siimpms5,Implanon,Birth Control,2
2edlns0j,Ethinyl estradiol / norgestimate,Birth Control,1
x7dc99rn,Ethinyl estradiol / norethindrone,Birth Control,8
0tk7uy06,Hydromet,Cough,10
rbzkm4jv,Phentermine,Weight Loss,9
