UID,Drug_Name,Condition,Rating,Results
2wpcupzh,Ortho Cyclen,Birth Control,9,1
nozf9iym,Lorcet 10 / 650,Back Pain,10,1
vwatb5b0,Minastrin 24 Fe,Birth Control,3,0
mhblodgj,Desvenlafaxine,Depression,10,1
57iyq1gw,Cefdinir,Sinusitis,1,0
dxebo1ms,Doxycycline,Acne,6,0
eiz21wvi,Letrozole,"Breast Cancer, Adjuvant",5,0
3ztfw8lj,Ethinyl estradiol / norethindrone,Birth Control,1,0
6100a7o5,Cobicistat / elvitegravir / emtricitabine / tenofovir,HIV Infection,10,1
1zyi223o,Buspirone,Anxiety,8,1
igloerll,Klonopin,Anxiety,10,1
fi0l7fc6,Valacyclovir,Cold Sores,7,0
pa759j4z,ParaGard,Birth Control,10,1
piryj8nc,Armour Thyroid,"Hypothyroidism, After Thyroid Removal",2,0
55oorsvn,Lisdexamfetamine,ADHD,10,1
kkpaovhh,Cefuroxime,Sinusitis,10,1
amazvpeh,Ethinyl estradiol / levonorgestrel,Birth Control,2,0
5stnqgl6,Levomilnacipran,Depression,5,0
abcaoqye,Etonogestrel,Birth Control,5,0
tvj1162q,Sucralfate,GERD,2,0
36rnb6et,Methadone,Opiate Withdrawal,10,1
2178imf2,Clonazepam,Panic Disorde,10,1
kvxpo1et,Armodafinil,Chronic Fatigue Syndrome,10,1
in03v6gp,Lamotrigine,Depression,7,0
wrvbtwnw,Suboxone,Opiate Dependence,9,1
fu3ola2w,Buspirone,Anxiety,8,1
vc78113o,Sectral,High Blood Pressure,9,1
o7arzwt3,Levonorgestrel,Emergency Contraception,10,1
nzq13sju,Drysol,Hyperhidrosis,2,0
gizxnw4n,Nexplanon,Birth Control,8,1
cznwzcn9,Olanzapine,Schizoaffective Disorde,1,0
arkkwiez,Tadalafil,Benign Prostatic Hyperplasia,9,1
3ozyfmf6,TriNessa,Acne,8,1
akke4o67,Dulaglutide,"Diabetes, Type 2",10,1
mjf7ztx2,Phentermine,Weight Loss,8,1
o7o9973k,Copper,Birth Control,10,1
lgedyc7k,Miconazole,Vaginal Yeast Infection,3,0
9yg6gq6y,Citalopram,Anxiety and Stress,9,1
p34fulb0,Ethinyl estradiol / norethindrone,Birth Control,1,0
vq8wiz9u,Beyaz,Birth Control,6,0
w2ci1bfr,Escitalopram,Generalized Anxiety Disorde,3,0
bg0ubfy4,Medroxyprogesterone,Abnormal Uterine Bleeding,5,0
497z31h6,Cryselle,Birth Control,5,0
uusi3nph,Belladonna / opium,Overactive Bladde,10,1
4ys5h9uq,Lamictal,Bipolar Disorde,1,0
7vadpp3d,Levonorgestrel,Birth Control,6,0
g721fj81,Trazodone,Insomnia,10,1
pkpjce2l,Flomax,Overactive Bladde,1,0
n9xnlnb5,My Way,Emergency Contraception,9,1
uhy086fn,Rizatriptan,Migraine,7,0
tybh207e,Omalizumab,Urticaria,1,0
yuyy64rw,Desvenlafaxine,Depression,5,0
vr1rf771,Amphetamine / dextroamphetamine,ADHD,6,0
k6u0gva3,Macrobid,Urinary Tract Infection,1,0
sew8thxg,Acetaminophen / butalbital / caffeine,Headache,10,1
k21qt6ee,Escitalopram,Anxiety,7,0
6ibmmqsd,Kyleena,Birth Control,5,0
fbwpw3jc,Belsomra,Insomnia,6,0
3aozpdr3,Progesterone,"Endometrial Hyperplasia, Prophylaxis",10,1
8eg8zqnw,Adapalene,Acne,10,1
mwo9dfdb,Nuvigil,Narcolepsy,9,1
0colobwd,Amitriptyline,Migraine Prevention,7,0
0u1aosf1,Nexplanon,Birth Control,4,0
ilxaurgt,Lamotrigine,Bipolar Disorde,10,1
il0rlo9j,Percocet,Chronic Pain,7,0
e3dh0huv,Valacyclovir,Cold Sores,10,1
4bdusuqq,Tramadol,Pain,9,1
zjpm5a4b,Promethazine,Sedation,10,1
j3lk6l8u,Nexplanon,Birth Control,7,0
wh39sbx6,Fentanyl Transdermal System,Chronic Pain,3,0
b5329o75,Vicodin,Pain,10,1
21uag18h,Cyclobenzaprine,Muscle Spasm,4,0
eh5o6pgw,Buprenorphine / naloxone,Opiate Dependence,9,1
yfzod931,Camrese,Birth Control,10,1
ghkz8bt6,Bupropion,Depression,5,0
gj9xvmno,Citalopram,Anxiety and Stress,9,1
bieqiu8q,Venlafaxine,Depression,1,0
mvnmhs1i,Cialis,Benign Prostatic Hyperplasia,10,1
ae8fjbvt,Alprazolam,Anxiety,8,1
50dbw0o5,Desoxyn,ADHD,10,1
6l0lyeth,Glatiramer,Multiple Sclerosis,8,1
l4o7nicc,Macrobid,Urinary Tract Infection,7,0
mvm1t0y7,Flagyl,Bacterial Infection,5,0
5i2dxg8z,Methylprednisolone,Immunosuppression,3,0
o9z6rdim,Azithromycin,Chlamydia Infection,7,0
jvt8axf7,Fluoxetine,Anxiety and Stress,10,1
44374xe7,Bupropion,ADHD,9,1
x9nanc34,Metronidazole,Bacterial Vaginitis,5,0
eopxz8px,Levonorgestrel,Emergency Contraception,10,1
6y3lza8c,Etonogestrel,Birth Control,10,1
995km4zc,Tegretol,Dystonia,1,0
o7p1125j,Quetiapine,Bipolar Disorde,9,1
l9tkt4th,Glatiramer,Multiple Sclerosis,2,0
41m5b96p,Mesalamine,Crohn's Disease,10,1
9eso10is,Lo Loestrin Fe,Birth Control,9,1
l2x9keaz,Latisse,8</span> users found this comment helpful.,10,1
4ki951ls,Cyclobenzaprine,Migraine,9,1
2uu5090e,Ledipasvir / sofosbuvir,Hepatitis C,10,1
8amsyo2v,Oseltamivir,Influenza,10,1
xiah8j0m,Ziprasidone,Schizophrenia,1,0
w2vk3v0m,Kombiglyze XR,"Diabetes, Type 2",3,0
ff2y2ne2,Naproxen,Sciatica,10,1
0em5sf3g,Denosumab,Osteoporosis,10,1
na4nj81j,Accutane,Acne,10,1
nxoj330c,Vilazodone,Depression,1,0
h6jt1fj1,Minoxidil,Alopecia,7,0
0mzzyih0,Lexapro,Anxiety,8,1
d1nph2tl,Crestor,High Cholesterol,10,1
bfmefxxe,Fluoxetine,Depression,7,0
97x8q2j9,Sulfamethoxazole / trimethoprim,Bacterial Skin Infection,10,1
cw9rcsr8,Bupropion,Depression,1,0
kakhw6fy,Enbrel,Ankylosing Spondylitis,10,1
430e6v2w,Contrave,Obesity,10,1
yuxb2jz9,Contrave,Obesity,4,0
2pv8qs81,Bupropion,Depression,3,0
0lsniwyv,Linaclotide,"Constipation, Chronic",9,1
4gze6w35,Toradol,Pain,10,1
h4ffnadc,Gabapentin,Neuropathic Pain,10,1
bzwxt9bq,Tramadol,Vulvodynia,10,1
awitk3se,Oxybutynin,Overactive Bladde,8,1
zppc6p20,Adalimumab,Plaque Psoriasis,10,1
yj6i98eg,Fluoxetine,Premenstrual Dysphoric Disorde,10,1
n2tckfjq,Letrozole,Breast Cance,7,0
nhxnz86n,Etonogestrel,Birth Control,10,1
bbumotlt,Acetaminophen / oxycodone,Pain,10,1
m0hivi0u,Flagyl,Bacterial Infection,7,0
7dah95yc,Ethinyl estradiol / norethindrone,Birth Control,10,1
xqnye1l8,Macrobid,Bladder Infection,8,1
3chs390a,Nilotinib,Chronic Myelogenous Leukemia,10,1
moe0bi1g,Loratadine,Urticaria,10,1
r74u7oyo,Ethinyl estradiol / levonorgestrel,Birth Control,9,1
y16hj3mu,Accutane,Acne,9,1
hnufpjs9,Buspirone,Panic Disorde,2,0
5f4g0ngk,Implanon,Birth Control,10,1
3x46ynqh,Citalopram,Depression,3,0
7mcfehzc,Venlafaxine,Anxiety,2,0
sonxopa0,Amitriptyline,Anxiety and Stress,1,0
8zkmcrgp,Viibryd,Depression,10,1
wk4zxmz9,Levofloxacin,Sinusitis,9,1
bjykd232,Toradol,Pain,10,1
1jg46veg,Abilify,Schizoaffective Disorde,10,1
stka064f,ParaGard,Birth Control,1,0
2ui36lvl,Seroquel,Bipolar Disorde,6,0
tmi1u224,Citalopram,Depression,9,1
82qvdjju,Suboxone,Opiate Dependence,10,1
sbxh0j5b,Mucinex D,Cough and Nasal Congestion,10,1
1o5hi8qz,Dexlansoprazole,GERD,10,1
5bdoz5am,Doxycycline,Acne,8,1
2lhqoi3f,Benzoyl peroxide / clindamycin,Acne,10,1
fcki98sb,Belviq,Weight Loss,10,1
27o9k5x3,Skyla,3</span> users found this comment helpful.,1,0
qubmr10h,Ethinyl estradiol / levonorgestrel,Birth Control,6,0
o7767p4i,Copper,Birth Control,1,0
2f0sk24j,Naltrexone,Alcohol Dependence,8,1
74z73zxc,Xulane,Birth Control,5,0
168onmwf,Kyleena,Birth Control,8,1
50xhia4r,Elavil,Insomnia,10,1
894ec0mp,Endocet,Pain,9,1
i72nax2p,Ethinyl estradiol / norethindrone,Birth Control,10,1
m9f1j70w,Etonogestrel,Birth Control,6,0
5z012sr6,Sertraline,Generalized Anxiety Disorde,8,1
mpx0cgpu,Unisom SleepGels,Insomnia,1,0
4xpkzx0h,Apri,Polycystic Ovary Syndrome,1,0
rziv5342,Invokana,"Diabetes, Type 2",1,0
4tx7u2i9,Bupropion,Depression,10,1
oc0edgd2,Celexa,Anxiety and Stress,3,0
3auz7gi6,Naphazoline,Nasal Congestion,10,1
efryn8ul,Botox,Migraine Prevention,10,1
m2c5bvuj,Depo-Provera,1</span> users found this comment helpful.,1,0
t3asnzje,Microgestin Fe 1 / 20,Birth Control,3,0
zmtvliwc,Naproxen,Pain,9,1
3c4tncj5,Infliximab,Psoriasis,10,1
izhvl7vr,Hydrochlorothiazide / telmisartan,High Blood Pressure,8,1
oha30i3s,Ranitidine,GERD,8,1
k8fu0w00,Mycophenolate mofetil,Myasthenia Gravis,10,1
72g3vd5p,Yaz,Acne,10,1
mcwq9umh,Microgestin Fe 1 / 20,Birth Control,7,0
6l5eraql,Risperidone,Social Anxiety Disorde,10,1
trjtmyef,Etonogestrel,Birth Control,4,0
1vmx6mas,Eucrisa,Atopic Dermatitis,9,1
0kl82z49,Risperidone,Anxiety,8,1
ezok5n6j,Biltricide,Schistosoma japonicum,3,0
tcvqzk3k,Metoprolol,High Blood Pressure,7,0
r5jz7966,Lamotrigine,Bipolar Disorde,3,0
5e68dk8v,Aluminum chloride hexahydrate,Hyperhidrosis,10,1
rr7ky3kq,Levora,Birth Control,9,1
rrh36682,Fluoxetine,Depression,9,1
qz9rzie2,Drospirenone / ethinyl estradiol,Birth Control,6,0
50yezncg,Miconazole,Vaginal Yeast Infection,1,0
xda778b3,Levonorgestrel,Emergency Contraception,10,1
j5kuxp0u,Etonogestrel,Birth Control,4,0
is2aundt,Implanon,Birth Control,1,0
nx6awlth,TriNessa,Birth Control,8,1
vt71qrz9,Skyla,Birth Control,3,0
1aooixu9,Bystolic,High Blood Pressure,5,0
6dn26tmj,Metformin,"Diabetes, Type 2",1,0
dmt5j061,Ibuprofen / pseudoephedrine,Sinus Symptoms,6,0
bj142e9b,Scopolamine,Motion Sickness,8,1
pkuo2hvy,Ethinyl estradiol / norgestimate,Birth Control,4,0
prozgpn8,Citalopram,Depression,10,1
e9rcvf8w,Alesse,Birth Control,10,1
vinme2t6,Bisacodyl,Bowel Preparation,1,0
787vdojz,Levaquin,Bronchitis,9,1
6shr9ler,Adalimumab,Psoriasis,2,0
qtcqaqsi,Mirena,Abnormal Uterine Bleeding,3,0
h8cyki4o,Escitalopram,Anxiety,10,1
xdh86nh5,Buspirone,Anxiety,8,1
iw5xmpoq,Qsymia,Weight Loss,10,1
nfzpjs2j,Camrese,Birth Control,4,0
fpufwr1w,Escitalopram,Depression,5,0
146matzr,Buprenorphine,Pain,8,1
fg2n8iun,Adipex-P,Weight Loss,10,1
49640zjj,Depo-Provera,Birth Control,5,0
ncjraaei,Bisoprolol / hydrochlorothiazide,High Blood Pressure,2,0
ves4mwam,Myrbetriq,Overactive Bladde,7,0
35roxf0h,Dulaglutide,"Diabetes, Type 2",9,1
ee63ehmg,Nora-Be,Birth Control,4,0
k8dpma9y,Daytrana,ADHD,7,0
1zyeusat,Fexofenadine,Allergic Rhinitis,10,1
rjm1dqk7,Pristiq,ibromyalgia,4,0
hkm8yspk,Gabapentin,ibromyalgia,4,0
li6j93ty,Hysingla ER,Pain,9,1
gsc0ukst,Vilazodone,Major Depressive Disorde,8,1
b28sdgvk,Bupropion,Depression,1,0
avcoxkod,Fentora,Pain,8,1
uk56o239,Guaifenesin,Cough,10,1
smvcbgeg,Avelox,Pneumonia,8,1
5a3e3zkh,Modafinil,Hypersomnia,1,0
u62c9rg2,Ciprofloxacin,Bacterial Infection,1,0
jpu9dpp0,Etonogestrel,Birth Control,3,0
710t2co8,Lorcaserin,Obesity,9,1
rjutqtn5,Macrobid,Urinary Tract Infection,10,1
bdup691x,Suboxone,Opiate Dependence,10,1
4gbrg4jf,Avelox,Pneumonia,9,1
4kgndu36,Copper,Birth Control,10,1
el4jgfoe,Kadian,Pain,9,1
yk8f9jtn,Phentermine,Weight Loss,10,1
ls2z145c,Diovan,High Blood Pressure,3,0
sy64kkn2,Diazepam,Anxiety,8,1
n3ky9302,Dexamethasone,Asthma,8,1
4smyxdcr,Atropine / diphenoxylate,Diarrhea,2,0
5x6iixqt,Citalopram,Depression,8,1
r9mv4anf,Duloxetine,Diabetic Peripheral Neuropathy,10,1
5t4twnpm,Dexlansoprazole,GERD,1,0
x7fj0fbn,Plan B One-Step,Emergency Contraception,10,1
voofruqm,Xanax,Depression,10,1
is5mai0k,Metformin / sitagliptin,min / sitagliptin),3,0
q7rnui5i,Buprenorphine / naloxone,Opiate Dependence,8,1
xbv0b96w,Fluorouracil,Keratosis,10,1
qm45y6jp,Tretinoin,Acne,8,1
ncbf406x,Docusate,Constipation,2,0
g23cr5vf,Tri-Sprintec,Acne,9,1
flmstxns,Clobetasol,Dermatitis,8,1
qfnao9fh,Commit,Smoking Cessation,10,1
aaf4ns12,Cymbalta,Chronic Pain,7,0
7s1236hn,Dapsone,Acne,1,0
ljzmei78,Tri-Lo-Sprintec,Birth Control,10,1
9396kvh7,Plan B,Emergency Contraception,10,1
urr5iuy2,Gabapentin,Insomnia,8,1
cmde6yx9,Estarylla,Acne,9,1
2t4yj904,Medroxyprogesterone,Abnormal Uterine Bleeding,1,0
aq2oqg2w,Ethinyl estradiol / levonorgestrel,Birth Control,8,1
vjm2u6us,Victoza,"Diabetes, Type 2",10,1
warui116,Drospirenone / ethinyl estradiol,Acne,1,0
z4a8ru9z,Pramipexole,Restless Legs Syndrome,10,1
4d979wj4,Guaifenesin / phenylephrine,Cough and Nasal Congestion,10,1
xvju9vws,Sertraline,Panic Disorde,10,1
vh07fg3f,Nystatin,Vaginal Yeast Infection,8,1
nf7qk8fx,Klonopin,Anxiety,10,1
erb0y8wj,Venlafaxine,Depression,8,1
75k84bk1,Dexbrompheniramine / pseudoephedrine,Allergic Rhinitis,10,1
l48iq9yj,Viberzi,Irritable Bowel Syndrome,1,0
jxboam74,Diclofenac,Pain,10,1
lid4vrkq,Ethinyl estradiol / norgestimate,Acne,1,0
5wwlur3m,Levonorgestrel,Birth Control,10,1
fnh2wrh9,Medroxyprogesterone,Birth Control,10,1
n2ovp087,Venlafaxine,Anxiety,1,0
211qdnxv,Hyaluronan,Osteoarthritis,3,0
a1q8dvu7,Oxymorphone,Pain,6,0
xfz973sy,Topamax,Migraine Prevention,10,1
n7jizxof,Levonorgestrel,Abnormal Uterine Bleeding,9,1
0qsx5qvd,Venlafaxine,Depression,1,0
04zs475e,FreshKote,Eye Redness,10,1
iyilgqi7,Effexor XR,Depression,9,1
6re3eh73,Fluorouracil,Warts,1,0
wywsvwuy,Tamsulosin,Benign Prostatic Hyperplasia,4,0
jrcc3ria,Monistat 7,Vaginal Yeast Infection,1,0
t1n4fbsi,Racepinephrine,"Asthma, acute",10,1
lv3hdgxa,Hydrochlorothiazide,High Blood Pressure,1,0
192ilyyx,Macrobid,Bladder Infection,6,0
s9vecqv9,Keflex,Upper Respiratory Tract Infection,10,1
u3ups8em,Ethinyl estradiol / norgestimate,Birth Control,3,0
fuljgago,Fluoxetine,Anxiety and Stress,9,1
rzmomxli,Nexplanon,Birth Control,10,1
4hph547d,Magnesium hydroxide,Acne,10,1
iprkszdn,Adalimumab,Rheumatoid Arthritis,1,0
v5bo9lmi,Loratadine,Allergic Rhinitis,3,0
3qx70bsr,Ativan,Anxiety,10,1
w3737et4,Femara,Breast Cance,8,1
ad017zsj,Ketorolac,Pain,9,1
p1w3p80y,Aviane,Birth Control,9,1
pai9avke,Buprenorphine / naloxone,Opiate Dependence,9,1
5fbcjhqj,Fluticasone,Allergic Rhinitis,10,1
st9gbckr,Levemir,"Diabetes, Type 2",3,0
a4fce66l,Carbamazepine,Trigeminal Neuralgia,10,1
re8fstqw,Lubiprostone,"Constipation, Chronic",10,1
gdr1dhbd,Isotretinoin,Acne,10,1
9lfbp7tj,Ethinyl estradiol / levonorgestrel,Birth Control,8,1
gymaa53i,Escitalopram,Anxiety,2,0
9pl7mta8,Oxycodone,Not Listed / Othe,9,1
scomfp4c,MoviPrep,Bowel Preparation,10,1
9rrjy58n,Lamotrigine,Depression,9,1
8o6yjxwe,Lomotil,Diarrhea,7,0
sysxn8qo,Lurasidone,Bipolar Disorde,5,0
5zde0zq6,Methylphenidate,ADHD,8,1
bifzzhi0,Phentermine,Obesity,10,1
ip5cseek,Reclipsen,Birth Control,9,1
lze5g31s,Methadone,Opiate Withdrawal,10,1
3xkifr2p,Alprostadil,Erectile Dysfunction,9,1
ltq1l3jh,Ethinyl estradiol / norgestimate,Birth Control,1,0
t8j4q00m,Belviq,Weight Loss,9,1
3g17e7sg,Carbidopa / levodopa,Restless Legs Syndrome,6,0
wmxemk5r,Levetiracetam,Seizures,10,1
tq0dzwy1,Loestrin 24 Fe,Birth Control,5,0
slapc5xt,Tranexamic acid,Menorrhagia,9,1
98aj7lly,Citalopram,Depression,8,1
458ragqk,Esomeprazole,GERD,10,1
mpki3n05,Lisdexamfetamine,ADHD,3,0
624g6tmu,Valium,Seizure Prevention,9,1
lhbkt4te,Mirena,Birth Control,10,1
p0b4mhif,Coreg,Left Ventricular Dysfunction,10,1
c5wak8m5,Desvenlafaxine,Anxiety,2,0
vt8w7z01,Zoloft,Panic Disorde,7,0
6yfj4co0,Voltaren Gel,Pain,8,1
04jbodmf,Botox,Overactive Bladde,10,1
ht88wu6s,Duloxetine,ibromyalgia,5,0
ivmxw2us,Suprep Bowel Prep Kit,Bowel Preparation,10,1
vkj9kjwx,Tramadol,Pain,8,1
ute0q0ty,Promethazine,Nausea/Vomiting,10,1
28sgnyh1,Lisdexamfetamine,ADHD,10,1
804r5xzd,Bupropion,Depression,8,1
mg1x213p,Drospirenone / ethinyl estradiol,Birth Control,2,0
edmkp8n5,Lyrica,ibromyalgia,10,1
s2j4qf0j,Levomilnacipran,Depression,1,0
n1e3tfw4,Etonogestrel,Birth Control,2,0
8ruux4sw,Testosterone,"Hypogonadism, Male",6,0
7fg7ol35,Paroxetine,Depression,6,0
02f0opkr,Anastrozole,Breast Cance,10,1
k8ik6gk0,Adderall XR,ADHD,7,0
5vqf6e93,Vigamox,Ophthalmic Surgery,3,0
x0ismfo3,Microgestin Fe 1 / 20,Birth Control,9,1
q8im1agz,Jardiance,"Diabetes, Type 2",8,1
oc3rxw5o,Quetiapine,Insomnia,10,1
yymzeor9,Mesalamine,"Ulcerative Colitis, Active",7,0
dsjcls8c,Hydromorphone,Pain,8,1
yn3raqd0,Varenicline,Smoking Cessation,10,1
0rkvacwe,Phentermine,Weight Loss,10,1
xyd3iao9,Zoloft,Depression,9,1
4fnzg8qk,Sertraline,Anxiety and Stress,10,1
cvsysniv,Bupropion / naltrexone,Obesity,8,1
1jeh98p7,Hydrocortisone,Skin Rash,10,1
se62cx9w,Amphetamine / dextroamphetamine,,9,1
x8tcmtpj,Zoloft,Obsessive Compulsive Disorde,9,1
m6q8kbjg,Remeron,Anxiety,9,1
yg4rs07n,Ethinyl estradiol / norethindrone,Birth Control,1,0
l19zgnbc,Genvoya,HIV Infection,2,0
u8i3kbl4,Podofilox,Condylomata Acuminata,8,1
1mx6vk6s,Ethinyl estradiol / levonorgestrel,Birth Control,9,1
9sdehh8v,Qsymia,Weight Loss,10,1
vqbreyna,Duloxetine,Depression,10,1
4lja9w93,Medroxyprogesterone,Endometriosis,1,0
31y378jx,Tri-Previfem,Birth Control,4,0
md85dtrg,Duloxetine,Generalized Anxiety Disorde,10,1
av2jf9nk,Restoril,Insomnia,9,1
tup65ch6,Kyleena,Birth Control,9,1
stnjl8f8,Belviq,Weight Loss,10,1
l6xgrxp5,Escitalopram,Anxiety,10,1
7nla9aji,Belviq,Obesity,1,0
ec8lpgl3,NuvaRing,Birth Control,8,1
bc1huphj,Atorvastatin,High Cholesterol,1,0
0q0sxm50,Buprenorphine,Chronic Pain,10,1
yiwu2bk8,Solodyn,Acne,10,1
rc4ngisw,Qsymia,Weight Loss,9,1
qw5x4b8x,Zegerid,GERD,10,1
kq3zt5rf,Tizanidine,Muscle Spasm,10,1
il0prv0o,Tioconazole,Vaginal Yeast Infection,1,0
1cyk0ajn,Carisoprodol,Muscle Spasm,9,1
2rf3mu4w,Gildess Fe 1.5 / 30,Acne,5,0
pgn7tm8f,Vortioxetine,Major Depressive Disorde,9,1
k994eyl3,Dulcolax,Constipation,1,0
xnea9h70,Nexplanon,Birth Control,8,1
jobroaur,Viagra,Erectile Dysfunction,10,1
z01saucu,Methadone,Opiate Withdrawal,10,1
h2uaayo3,Topiramate,Obesity,9,1
u1claajf,Klonopin,Insomnia,10,1
csgw7vvz,Promethazine,Nausea/Vomiting,8,1
08nuc7fc,Cymbalta,Depression,6,0
upvijmrg,ParaGard,Birth Control,1,0
9hjss3fl,Famotidine / ibuprofen,NSAID-Induced Ulcer Prophylaxis,8,1
plede1kn,Contrave,Weight Loss,4,0
bcl5776f,Nucynta,Pain,10,1
ejg393zs,Paliperidone,Schizophrenia,10,1
s12rusrr,Apremilast,Plaque Psoriasis,1,0
98dvj7lw,Ethinyl estradiol / levonorgestrel,Endometriosis,9,1
gszkxr1d,Selenium sulfide,Tinea Versicol,10,1
hht23dh0,Zolpidem,Insomnia,10,1
0xqhpqm4,Fluvoxamine,Post Traumatic Stress Disorde,1,0
az1puj81,Lorazepam,Anxiety,5,0
nror02j6,Viibryd,Depression,2,0
hjqotwtn,Lisdexamfetamine,ADHD,2,0
r8x24jjd,Alprazolam,Anxiety,10,1
0qhjk7lh,Morphine,Pain,7,0
gdor3k5d,Isotretinoin,Acne,10,1
qluoacik,Valacyclovir,Cold Sores,10,1
4wrp6477,Aubra,Birth Control,9,1
8hg6wi7z,Meloxicam,Rheumatoid Arthritis,8,1
ueai8tno,Pristiq,Depression,10,1
oj5z1vmd,Tocilizumab,Rheumatoid Arthritis,10,1
jdzs2elm,Chantix,Smoking Cessation,10,1
nzl7a8xt,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,9,1
zwodc16j,Apri,Birth Control,3,0
ikr1bgbc,Desogestrel / ethinyl estradiol,Birth Control,5,0
w4z69is6,Ciprofloxacin,Urinary Tract Infection,10,1
0ei5v1qn,Citalopram,Depression,10,1
sc8zzqgy,Pristiq,Depression,5,0
p9sjl867,Acetaminophen / hydrocodone,Pain,8,1
zcfyq93u,Methylprednisolone,Inflammatory Conditions,9,1
hgck2kfu,Depo-Provera,Abnormal Uterine Bleeding,1,0
mfha6nn8,Nortriptyline,Pain,9,1
d1e6uabw,Flexeril,Muscle Spasm,1,0
9pd33p6k,Cefdinir,Otitis Media,8,1
eqewn6j4,Loestrin 24 Fe,Birth Control,8,1
703g31e5,Seasonique,Birth Control,4,0
d0wp7iuq,Lacosamide,Seizures,6,0
ikxbwbqf,Xulane,Birth Control,6,0
szpo38hi,Tofacitinib,Rheumatoid Arthritis,9,1
b6219mp3,Alprazolam,Anxiety,8,1
ohsu2rl5,Omalizumab,,10,1
j8tes6q5,Gabapentin,Pain,8,1
vo49287v,Apri,Birth Control,5,0
gs4r9j7o,Drospirenone / ethinyl estradiol,Birth Control,3,0
wysz2k74,BuSpar,Anxiety,7,0
ioyn46of,Opana ER,Pain,10,1
ke5967zx,OnabotulinumtoxinA,Migraine Prevention,8,1
cu20dizt,Dulaglutide,"Diabetes, Type 2",10,1
7nzws8jt,Phentermine / topiramate,Weight Loss,10,1
8o5on4vn,Axiron,"Hypogonadism, Male",9,1
ig02ipyt,Chantix,Smoking Cessation,7,0
t3823edr,Trintellix,Major Depressive Disorde,10,1
9ajfi2ki,Contrave,Obesity,4,0
g693adjd,Belviq,Weight Loss,1,0
vspnwp72,Tretinoin,Acne,10,1
nzkixriv,Finacea,Rosacea,10,1
je1egic1,Olopatadine,Seasonal Allergic Conjunctivitis,10,1
ol0bj3hs,Ortho Evra,Birth Control,8,1
wk63bmgn,Implanon,Birth Control,10,1
pvbbk8cg,Azithromycin,Chlamydia Infection,10,1
yv24g3ex,Ethinyl estradiol / norethindrone,Birth Control,1,0
xdnv15ne,Milnacipran,ibromyalgia,10,1
nmpi5hun,Tioconazole,Vaginal Yeast Infection,8,1
ua6in488,Victoza,"Diabetes, Type 2",7,0
48uskynh,Liraglutide,Obesity,10,1
eetg9v7s,Hydrocodone / ibuprofen,Pain,10,1
88clzw4v,Cyclobenzaprine,Muscle Spasm,6,0
74asiiup,Vantin,Sinusitis,9,1
ion3xfzv,Focalin XR,ADHD,4,0
nr6ef5v1,Acetaminophen / oxycodone,Chronic Pain,10,1
rpqfhkwp,Mucinex D,Cough and Nasal Congestion,2,0
820yskak,Lexapro,Anxiety,5,0
1gt0n6uo,Oxytrol,Overactive Bladde,2,0
xgw6msls,Gildess Fe 1 / 20,Birth Control,4,0
5oerh31q,Silenor,Insomnia,10,1
2uk4doft,Gabapentin,Peripheral Neuropathy,10,1
pligb2j6,Contrave,Obesity,4,0
m9d90tgq,Doxycycline,Acne,8,1
jl48e5c0,Adapalene / benzoyl peroxide,Acne,10,1
cs8n5kid,Lisinopril,High Blood Pressure,1,0
75w76le4,Tri-Sprintec,Birth Control,10,1
20uq34pw,Effexor XR,Depression,8,1
09vuwtzr,Rivaroxaban,Deep Vein Thrombosis,9,1
vuc9loqi,Motrin,Pain,10,1
kzn8lwzu,Ethinyl estradiol / norethindrone,Birth Control,1,0
3tn77t8u,Levonorgestrel,Emergency Contraception,10,1
5afkr3uy,Sildenafil,Erectile Dysfunction,2,0
8pc7hc84,Quetiapine,Post Traumatic Stress Disorde,7,0
g4gll50x,Cholestyramine,Irritable Bowel Syndrome,10,1
rk1cxwz6,Lurasidone,Schizophrenia,10,1
6agqpt2g,Depo-Provera,Birth Control,3,0
jr9qyp0z,Ortho Evra,Birth Control,10,1
4um88wpu,Nor-QD,6</span> users found this comment helpful.,4,0
brzprnz3,Etonogestrel,Birth Control,9,1
wdvt0chl,Minocycline,Rosacea,9,1
zcjsvwso,Ketamine,Anesthesia,10,1
l4hbpe4p,Vortioxetine,Major Depressive Disorde,1,0
o6a0a2o3,Bupropion,Depression,9,1
xbjn879m,Zoloft,Anxiety and Stress,8,1
pwyculzt,Flurazepam,Insomnia,8,1
stw1h13e,Trintellix,Depression,5,0
tcecnc54,Sumatriptan,Migraine,10,1
2527qek2,Secukinumab,Plaque Psoriasis,4,0
kv7nbaly,Contrave,Weight Loss,9,1
5yvburwy,Aubagio,Multiple Sclerosis,2,0
4lra2sih,Miconazole,Vaginal Yeast Infection,1,0
ndbc4kga,Levonorgestrel,Birth Control,1,0
n4najc74,Sprintec,Birth Control,2,0
thptcoqp,Nebivolol,High Blood Pressure,6,0
9ih0ijqd,Bupropion / naltrexone,Obesity,1,0
o0g6iv9f,Vandazole,Bacterial Vaginitis,10,1
zhtbzsyf,Amoxicillin / clarithromycin / lansoprazole,Helicobacter Pylori Infection,10,1
6l87fij9,Prozac,Anxiety and Stress,10,1
